"id","local_ts_start","local_ts_end","type_vehicle","estimated_duration_in_mn","estimated_distance_in_meter","geom_wkt_raw_start_point","geom_wkt_raw_end_point","geom_wkt_estimated_route"
2025,2023-01-01 00:02:26,2023-01-01 00:12:29,"S",8,1830,"POINT(9.19746 45.46658)","POINT(9.20558 45.4747)","MULTILINESTRING((9.197601 45.466599,9.1976 45.466548,9.197582 45.466496,9.197572 45.466388,9.197515 45.466331000000004,9.197429 45.466269999999994,9.197375 45.466228,9.197288 45.46615,9.197227999999999 45.466111999999995,9.197227999999999 45.46611,9.197199999999999 45.46606,9.19715 45.466015,9.197073 45.465971,9.196906 45.465901,9.196738999999999 45.46584,9.196572999999999 45.465769,9.196362 45.465693,9.196147 45.465618,9.196002 45.465576,9.195836 45.465525,9.195803999999999 45.465588000000004,9.195799 45.465596,9.195736 45.465722,9.195564000000001 45.466100999999995,9.195229999999999 45.466842,9.19522 45.466865999999996,9.195192 45.466926,9.195363 45.466921,9.196716 45.466869,9.196794 45.466865,9.197159000000001 45.46685,9.197258999999999 45.466848,9.197606 45.46682,9.197801 45.466820999999996,9.19786 45.466924999999996,9.197998 45.467147,9.19802 45.467118,9.198065 45.467191,9.198108000000001 45.467231,9.198350000000001 45.467624,9.199192 45.468631,9.199226 45.468672,9.199259000000001 45.468713,9.199272 45.468728,9.199302 45.468765000000005,9.199335000000001 45.468804999999996,9.199377 45.468856,9.199382 45.468863,9.20039 45.469911,9.200478 45.46999,9.201012 45.470474,9.201153 45.470577,9.201255 45.470659999999995,9.201282 45.470683,9.201336999999999 45.470727,9.201384000000001 45.470736,9.201881 45.471182,9.201896000000001 45.471231,9.202468 45.471757000000004,9.202541 45.471824,9.202698 45.47197,9.202773 45.472025,9.202867999999999 45.4721,9.202912000000001 45.472141,9.202921 45.472151000000004,9.202928 45.472159,9.202945 45.472177,9.202960000000001 45.472190999999995,9.20298 45.472211,9.203759 45.472988,9.203805 45.473033,9.203812000000001 45.47304,9.203835999999999 45.473065000000005,9.20474 45.473952000000004,9.204769 45.47398,9.20479 45.473996,9.204823000000001 45.47403,9.204848 45.474052,9.204904 45.474092999999996,9.204964 45.474153,9.204989000000001 45.474189,9.205007 45.474237,9.205002 45.47426,9.205031 45.474299,9.205147 45.474417,9.205165 45.474441,9.205208 45.474484000000004,9.205563 45.47431,9.205703 45.474241,9.205805999999999 45.474191000000005,9.206161 45.474009,9.206221 45.473971999999996,9.206357 45.473997000000004,9.206492 45.474022000000005,9.206437 45.474081,9.20642 45.474094,9.206334 45.474162,9.206299 45.474182,9.205881999999999 45.474385,9.205843 45.474412,9.205696 45.474509,9.205695 45.474586,9.205579 45.474688))"
2026,2023-01-01 00:02:26,2023-01-01 04:12:25,"C",15,10479,"POINT(9.24025 45.48101)","POINT(9.14707 45.50468)","MULTILINESTRING((9.24023 45.481026,9.240304 45.480985,9.240441 45.480936,9.240575 45.480914,9.240693 45.480912000000004,9.240822 45.480928,9.240894 45.480942,9.241374 45.481033000000004,9.241488 45.48106,9.241446 45.481104,9.241411 45.481142,9.241338 45.481239,9.24126 45.48142,9.241155000000001 45.481944,9.241150000000001 45.481970000000004,9.241146 45.481993,9.241252 45.48201,9.241353 45.48204,9.241445 45.482081,9.241525 45.482132,9.241592 45.482193,9.241643 45.482260000000004,9.241676 45.482333,9.241687 45.482388,9.24169 45.482443,9.24169 45.482456,9.241679000000001 45.482530000000004,9.241658 45.482578000000004,9.241612 45.482651,9.241548 45.482715999999996,9.241468999999999 45.482772,9.241375999999999 45.482817999999995,9.241274 45.482851,9.241164999999999 45.482871,9.241051 45.482881,9.241015 45.482877,9.240950999999999 45.482871,9.240944 45.482905,9.240943 45.482915000000006,9.240876 45.483261,9.240781 45.483753,9.240723 45.484046,9.240708 45.484115,9.240788 45.484147,9.240862 45.484183,9.240888 45.484232,9.240901 45.484285,9.240901 45.484313,9.240897 45.484342,9.240881 45.484454,9.240796 45.485049,9.240787000000001 45.485112,9.240698 45.485755999999995,9.240661 45.486021,9.240653 45.486081,9.240639 45.48617,9.238789 45.486058,9.238741000000001 45.486056000000005,9.238638 45.486054,9.238538 45.486057,9.238433 45.48607,9.238344999999999 45.486093,9.238051 45.486219,9.237964 45.486255,9.237858 45.486295,9.237784000000001 45.486315000000005,9.237692 45.486329999999995,9.237621 45.486336,9.237536 45.486344,9.237429 45.486342,9.237354999999999 45.486334,9.237273 45.486321,9.237199 45.486301,9.237103000000001 45.486258,9.237029 45.486225000000005,9.236971 45.486205,9.236924 45.486202,9.235727 45.486143,9.235647 45.48614,9.235487000000001 45.486132,9.235431 45.486129,9.235372 45.486129,9.234925 45.486126,9.2348 45.486122,9.234763 45.486122,9.234599 45.486121000000004,9.234536 45.486121000000004,9.234387 45.48612,9.234352 45.48612,9.233658 45.486115999999996,9.233611 45.486115,9.233524 45.486115,9.233328 45.486113,9.233284000000001 45.486112000000006,9.233141 45.486111,9.232724000000001 45.486108,9.231756 45.486101000000005,9.231636 45.4861,9.231492 45.486099,9.23015 45.486090000000004,9.230092 45.486089,9.230076 45.486089,9.229917 45.486088,9.22974 45.486087,9.229678 45.486087,9.228874999999999 45.486081,9.228019 45.486074,9.227956 45.486073,9.22723 45.486068,9.226561 45.486063,9.226453 45.486062,9.226355 45.486061,9.225426 45.486054,9.225341 45.486054,9.224675999999999 45.486049,9.223753 45.486042,9.223595 45.48604,9.223403999999999 45.486039,9.222992000000001 45.486036,9.222638 45.486033,9.222342999999999 45.486031000000004,9.222032 45.486029,9.221915 45.486028,9.221249 45.486023,9.221142 45.486022000000006,9.221121 45.486022000000006,9.221017 45.486021,9.220201 45.486014,9.22011 45.486013,9.219273 45.486005999999996,9.219175 45.486005,9.218389 45.485994,9.218214 45.486027,9.218171 45.486032,9.218143000000001 45.486036,9.218116 45.486041,9.218089 45.486046,9.218061 45.486053,9.21804 45.486059999999995,9.218027 45.486064,9.218002 45.486076000000004,9.217979 45.486087,9.217938 45.486111,9.217756 45.486244,9.217675 45.486303,9.217624 45.486346,9.217588000000001 45.486374,9.217546 45.486405000000005,9.217507999999999 45.486432,9.217465 45.486462,9.217418 45.486492,9.217374 45.486520999999996,9.217291 45.486573,9.217256 45.486593,9.217216 45.486613999999996,9.217191 45.486626,9.217161 45.48664,9.217102 45.486663,9.217046 45.486678999999995,9.216999 45.486687,9.216973 45.486689999999996,9.216903 45.486689999999996,9.216879 45.486689,9.216856 45.486687,9.216834 45.486682,9.216813 45.486674,9.216788 45.486664000000005,9.216737 45.48664,9.21667 45.486606,9.216628 45.486585000000005,9.216546 45.486538,9.216460999999999 45.486483,9.216234 45.486309,9.216218999999999 45.486298,9.216121 45.486218,9.216041 45.486243,9.215985 45.486261,9.215934 45.486281000000005,9.215886999999999 45.486302,9.215574 45.48646,9.215368 45.486561,9.215147 45.486674,9.214649 45.486922,9.213773999999999 45.487361,9.213657999999999 45.487419,9.213598000000001 45.487449,9.212658000000001 45.487919,9.212546 45.487975999999996,9.212531 45.487983,9.212515999999999 45.487991,9.212399000000001 45.48805,9.211666 45.488419,9.211565 45.48847,9.211497 45.488502999999994,9.210685999999999 45.488909,9.210607 45.488946,9.210523 45.48899,9.21048 45.489012,9.20993 45.489288,9.209869999999999 45.489318,9.209779000000001 45.489359,9.209564 45.489436999999995,9.209489999999999 45.489474,9.209462 45.489488,9.207381999999999 45.490536,9.207365 45.490545,9.207282 45.490587,9.207156000000001 45.490658,9.207026 45.490732,9.206554 45.491001999999995,9.206472999999999 45.491048,9.20637 45.491098,9.205858000000001 45.491352,9.205399 45.491582,9.205337 45.491611,9.205219 45.491669,9.204964 45.491796,9.204398000000001 45.492077,9.204346 45.492103,9.204313 45.492119,9.204217 45.492166,9.204084 45.49223,9.203990000000001 45.492276,9.203953 45.492294,9.203936 45.492303,9.202159 45.493187,9.201788 45.493333,9.201703 45.493368,9.201603 45.493408,9.201416 45.493504,9.201291000000001 45.493566,9.201129 45.493646,9.200296 45.494001,9.199842 45.494161000000005,9.199253 45.494349,9.199112 45.494386,9.1989 45.494445999999996,9.198744000000001 45.494488000000004,9.198606 45.494536,9.198506 45.494579,9.198387 45.494621,9.197885 45.494761999999994,9.197812 45.494782,9.197586 45.494845,9.19744 45.494886,9.197318 45.494918,9.196925 45.495029,9.196784 45.495069,9.196560999999999 45.495132,9.196466 45.495157999999996,9.196375999999999 45.495182,9.196248 45.495215,9.196107999999999 45.495252,9.195902 45.495308,9.195127 45.495519,9.195041 45.495542,9.194972 45.495557000000005,9.194866000000001 45.495588,9.194799 45.495605999999995,9.194735 45.495623,9.194647999999999 45.495647000000005,9.194581 45.495664,9.194509 45.495683,9.19435 45.495726000000005,9.194331 45.495731,9.194272999999999 45.495746000000004,9.194206 45.495765,9.194199999999999 45.495765999999996,9.193452 45.495960000000004,9.193062000000001 45.496069999999996,9.192905 45.496114,9.192808 45.496140000000004,9.192276 45.496283,9.192205 45.496306,9.192053 45.496343,9.191931 45.496376,9.191778 45.496415,9.191654 45.496447,9.191554 45.496474,9.191455000000001 45.496501,9.191262 45.496553,9.189824 45.496942000000004,9.189765 45.496958,9.189689 45.496978,9.18877 45.497226,9.188441000000001 45.497316999999995,9.188013 45.49743,9.187388 45.497636,9.187206999999999 45.497647,9.18707 45.49765,9.18685 45.497648,9.186800999999999 45.497647,9.18667 45.497638,9.186431 45.497619,9.186262000000001 45.497603,9.185366 45.497544,9.185254 45.497535,9.185193 45.497529,9.185165999999999 45.497527000000005,9.185141 45.497526,9.185114 45.497524,9.185095 45.497523,9.185032 45.497519,9.184933 45.497512,9.184519 45.497488,9.184349000000001 45.497479,9.184211000000001 45.497472,9.184058 45.497462999999996,9.184013 45.497459,9.183394 45.497424,9.183031 45.497403000000006,9.182011 45.497343,9.181962 45.49734,9.181829 45.497333,9.181716 45.497326,9.180935 45.49728,9.180192 45.497236,9.180097 45.497231,9.179742000000001 45.49721,9.179331999999999 45.497186,9.179257 45.497181999999995,9.179143999999999 45.497175,9.178941 45.497163,9.178721 45.49715,9.178581 45.497141,9.17748 45.49707,9.177223999999999 45.497053,9.177166 45.497049,9.176029 45.496975,9.174796 45.49689,9.174617999999999 45.496877999999995,9.174482999999999 45.496868,9.173285 45.496798,9.172932 45.496774,9.172359 45.496737,9.171731 45.496697,9.171441 45.496685,9.171368 45.496681,9.17131 45.496678,9.171183000000001 45.496673,9.171116999999999 45.49667,9.171079 45.496668,9.171037 45.496666,9.17098 45.496663999999996,9.170923 45.496662,9.170856 45.496668,9.170814 45.49667,9.170753999999999 45.496676,9.17072 45.496679,9.17069 45.496682,9.17066 45.496684,9.170627 45.496686999999994,9.170594 45.49669,9.170511000000001 45.496717000000004,9.169412 45.49717,9.168996 45.497357,9.167486 45.498003999999995,9.167235999999999 45.498112,9.167114999999999 45.498163,9.167013 45.49821,9.16696 45.498235,9.166824 45.498298,9.166672 45.498367,9.16657 45.49841,9.166464000000001 45.498448,9.166354 45.498484000000005,9.166239000000001 45.498515,9.16614 45.498537,9.166051 45.498554,9.165955 45.498568999999996,9.165892 45.498577,9.165827 45.498583,9.165763 45.498588999999996,9.165697 45.498594000000004,9.165640999999999 45.498597000000004,9.165586999999999 45.498599,9.16553 45.498599,9.165474 45.498599,9.165364 45.498594000000004,9.165301 45.49859,9.165244 45.498584,9.165195 45.498579,9.165129 45.49857,9.165066 45.498558,9.165009000000001 45.498546,9.164924000000001 45.498525,9.164841 45.498503,9.16476 45.498478,9.164709 45.498461,9.164639 45.498433,9.164553999999999 45.498395,9.164448 45.498347,9.164273 45.49825,9.163934999999999 45.498064,9.163413 45.497800999999995,9.163342 45.497766,9.163274 45.497729,9.162838 45.497494,9.162345 45.497191,9.161957 45.496949,9.161538 45.496662,9.161091 45.496361,9.160559000000001 45.496119,9.160057 45.495791000000004,9.158263999999999 45.494618,9.15783 45.494324,9.157774999999999 45.494286,9.157675999999999 45.494219,9.157551999999999 45.494315,9.156870000000001 45.494832,9.156453 45.495151,9.156322 45.49525,9.15551 45.495868,9.155436 45.495925,9.154955 45.496287,9.154897 45.496333,9.154871 45.496355,9.1548 45.496404999999996,9.153882 45.497107,9.153737 45.497217,9.15314 45.497673,9.153076 45.497721999999996,9.152982 45.497794,9.152804 45.497930000000004,9.152698 45.49801,9.15265 45.498047,9.151497 45.498925,9.151439 45.498969,9.151562 45.499052999999996,9.151699 45.499145,9.151899 45.49929,9.151990000000001 45.499325,9.152535 45.499683,9.15271 45.499759,9.152897 45.499852,9.152948 45.499893,9.152963 45.499935,9.152970999999999 45.499992,9.152955 45.500013,9.152932 45.500032,9.152883 45.500062,9.152838 45.50009,9.152387000000001 45.500419,9.152149 45.50062,9.152023 45.500733000000004,9.151935 45.500851999999995,9.151862 45.500984,9.151809 45.501145,9.151755 45.501365,9.151728 45.501579,9.151709 45.501785,9.151725 45.501957,9.151742 45.502085,9.151757 45.502184,9.151799 45.502312,9.151896 45.502519,9.152075 45.50272,9.15222 45.502847,9.152410999999999 45.502966,9.152553000000001 45.503022,9.152681 45.503071999999996,9.152837 45.503125,9.152944999999999 45.503149,9.15297 45.503147,9.152992999999999 45.503149,9.153014 45.503155,9.153032 45.503165,9.153046 45.503177,9.153056 45.503191,9.153059 45.503202,9.153061 45.503211,9.153058 45.503226999999995,9.153051000000001 45.503241,9.153036 45.503255,9.153016 45.503266,9.152998 45.503271999999996,9.152975999999999 45.503275,9.152953 45.503275,9.152930999999999 45.50327,9.152912 45.503262,9.152898 45.503251999999996,9.152800000000001 45.503313000000006,9.152694 45.503386,9.152469 45.503567,9.152410999999999 45.503598,9.152353999999999 45.503612,9.152284 45.503611,9.152218999999999 45.5036,9.152158 45.503575999999995,9.152095 45.503546,9.152051 45.503515,9.152011 45.503479,9.151978 45.503424,9.151927 45.503303,9.151868 45.50321,9.1513 45.502568000000004,9.151249 45.502539,9.15119 45.502508999999996,9.151112000000001 45.502488,9.151005000000001 45.502474,9.150906 45.502467,9.150782 45.502474,9.150670999999999 45.502507,9.150577 45.502547,9.149755 45.502929,9.148987 45.503399,9.148801 45.503523,9.148653 45.503637,9.14855 45.503733999999994,9.148412 45.503879,9.148216999999999 45.504104,9.147876 45.50461,9.147797 45.504757,9.147741 45.504913,9.147675 45.505109,9.147633 45.505283,9.147557 45.505719,9.14756 45.50595,9.147580999999999 45.506169,9.147625 45.506383,9.147712 45.506653,9.147828 45.506869,9.148005999999999 45.507096000000004,9.148184 45.507288,9.147987 45.507331,9.147811 45.507376,9.147744 45.507384,9.147672 45.507360999999996,9.14761 45.507285,9.147559 45.507096000000004,9.147307000000001 45.506635,9.147138 45.506325,9.146975999999999 45.506156,9.146934 45.506113,9.146912 45.506073,9.146904000000001 45.506023,9.146904000000001 45.505972,9.146911 45.505919999999996,9.147113000000001 45.505236000000004,9.147123 45.505176,9.147124999999999 45.505015,9.147116 45.504966,9.147068 45.504804,9.147064 45.504765,9.147071 45.504704,9.147073 45.504697))"
2027,2023-01-01 00:02:26,2023-01-01 04:02:24,"C",7,5000,"POINT(9.16692 45.49358)","POINT(9.1801 45.50755)","MULTILINESTRING((9.166832 45.493555,9.166736 45.493627,9.1662 45.493944,9.166129 45.493995,9.166106000000001 45.494011,9.166091 45.494024,9.16606 45.494042,9.166034999999999 45.494056,9.165986 45.494085999999996,9.165985000000001 45.494098,9.165982 45.494111,9.165977 45.494122,9.16597 45.494134,9.165962 45.494144999999996,9.165951 45.494155,9.16594 45.494164,9.165927 45.494172,9.165913 45.494179,9.165898 45.494184000000004,9.165883 45.494189,9.165866 45.494193,9.16585 45.494195000000005,9.165833000000001 45.494196,9.165814000000001 45.494195000000005,9.165796 45.494193,9.165777 45.494189,9.16576 45.494184000000004,9.165744 45.494178,9.165729 45.494170000000004,9.165715 45.494161000000005,9.165703 45.494151,9.165693000000001 45.49414,9.165685 45.494128,9.165679 45.494115,9.165675 45.494103,9.165673 45.494089,9.165674 45.494076,9.165600000000001 45.494029999999995,9.165581 45.494017,9.165226 45.493795,9.16517 45.493755,9.165143 45.493735,9.165118 45.493716,9.165093 45.493694,9.16507 45.493672,9.165053 45.493655000000004,9.165038 45.493637,9.165023 45.493619,9.165008 45.493596000000004,9.164992999999999 45.493574,9.164981000000001 45.493553000000006,9.16496 45.49351,9.164477999999999 45.4932,9.164071 45.492934000000005,9.163933 45.492845,9.163670999999999 45.492671,9.163551 45.492631,9.163478000000001 45.492604,9.163393000000001 45.492594000000004,9.16332 45.492574000000005,9.163264999999999 45.492549000000004,9.163215 45.492503,9.163191000000001 45.492453,9.163159 45.492376,9.163052 45.492264,9.161662 45.491347000000005,9.161547 45.49127,9.161429 45.491361,9.159397 45.492899,9.158831000000001 45.493339,9.158069999999999 45.493919,9.157883 45.494061,9.157982 45.49413,9.158514 45.494484,9.158779 45.494651,9.16008 45.495478000000006,9.160592 45.495834,9.160748 45.495954,9.1609 45.496092,9.161112 45.496275000000004,9.161619 45.496607999999995,9.162026000000001 45.496883000000004,9.162431999999999 45.497143,9.162921 45.497439,9.163208000000001 45.497603,9.163302 45.497654999999995,9.163391 45.497702,9.163483 45.49775,9.163576 45.497795,9.163673 45.497841,9.163728 45.497866,9.163985 45.49798,9.164174 45.498056000000005,9.16427 45.498093,9.164371 45.498131,9.164458999999999 45.498163,9.164582 45.498205999999996,9.164803000000001 45.49828,9.164819 45.498284999999996,9.164873 45.4983,9.164928999999999 45.498314,9.16498 45.498326,9.165033 45.498338000000004,9.165081 45.498346,9.165125999999999 45.498354,9.165163 45.498357,9.165208 45.498360000000005,9.16525 45.498362,9.165341999999999 45.498362,9.165434999999999 45.498361,9.16555 45.498358,9.165667000000001 45.498354,9.165716999999999 45.498351,9.165779 45.498346,9.165828000000001 45.498342,9.165876 45.498336,9.165969 45.498323,9.166025000000001 45.498314,9.166162 45.498283,9.166227000000001 45.498268,9.166304 45.498247,9.166366 45.498228,9.166412 45.498212,9.166423 45.498208,9.166483 45.498186,9.166627 45.498128,9.166927 45.497994,9.167277 45.497843,9.167341 45.497816,9.168842999999999 45.497165,9.168992 45.497106,9.169228 45.497005,9.169454 45.496906,9.170373 45.496527,9.170443 45.4965,9.170497000000001 45.496494999999996,9.170546 45.496491,9.170581 45.496487,9.170621 45.496483999999995,9.170665 45.496480000000005,9.17071 45.496476,9.170757 45.496471,9.170796 45.496468,9.170846000000001 45.496463,9.170885 45.496455,9.170983 45.496449999999996,9.171069 45.496442,9.17113 45.496446,9.17116 45.496449,9.171195 45.496452,9.171236 45.496455,9.171344999999999 45.496465,9.171478 45.496472,9.171666 45.496488,9.172429 45.496534000000004,9.172920000000001 45.496562999999995,9.173291 45.496586,9.174502 45.496659,9.17465 45.496668,9.174825 45.496679,9.176055 45.496761,9.177136 45.496826,9.177192 45.496829000000005,9.177299 45.496835,9.177379 45.496841,9.177448 45.496843999999996,9.178621 45.496916,9.178672 45.49692,9.178768999999999 45.496924,9.179098999999999 45.496944,9.179238999999999 45.496953000000005,9.179351 45.496959,9.179578 45.496974,9.180330999999999 45.49702,9.181627 45.497099,9.181683 45.497102999999996,9.181855 45.497113,9.181982999999999 45.497121,9.18328 45.497201000000004,9.183741000000001 45.497229,9.183868 45.497237999999996,9.183914 45.497244,9.183976 45.497245,9.184109 45.497254,9.184771000000001 45.497294,9.185043 45.497307,9.185074 45.497308,9.185236999999999 45.49732,9.185283 45.497322000000004,9.185328 45.497325000000004,9.185392 45.49733,9.186282 45.497386,9.186323 45.497389,9.186481 45.4974,9.186530000000001 45.497402,9.186629 45.49757,9.18667 45.497638,9.186431 45.497619,9.186262000000001 45.497603,9.185366 45.497544,9.185254 45.497535,9.185193 45.497529,9.185165999999999 45.497527000000005,9.185141 45.497526,9.185114 45.497524,9.185095 45.497523,9.185032 45.497519,9.184933 45.497512,9.184519 45.497488,9.184421 45.497557,9.184403 45.497578,9.18437 45.497615,9.184346 45.497654999999995,9.184383 45.497758,9.184515000000001 45.497949999999996,9.184594 45.498047,9.184629 45.498093,9.184638 45.498180000000005,9.184574000000001 45.498275,9.184547 45.498315000000005,9.184457 45.498451,9.184372 45.49857,9.184315 45.49865,9.183659 45.499574,9.183617 45.499634,9.183572 45.499699,9.183027 45.500486,9.182935 45.500621,9.182648 45.501068,9.182571 45.501184,9.181689 45.502463999999996,9.181654 45.50251,9.181574999999999 45.502591,9.181516 45.502681,9.181470000000001 45.502748000000004,9.180849 45.503663,9.180496 45.504172999999994,9.180456 45.504231,9.180343 45.50437,9.180330999999999 45.504388,9.180268 45.504493000000004,9.179884 45.505047000000005,9.179819 45.505135,9.179805 45.505157000000004,9.179732 45.505265,9.179536 45.505545999999995,9.179446 45.505674,9.179345000000001 45.505818,9.179128 45.506119999999996,9.179088 45.506177,9.179085 45.506181,9.179025 45.506265,9.178948 45.506373,9.178924 45.506408,9.178799999999999 45.506589000000005,9.178749 45.506669,9.17854 45.506969,9.178495999999999 45.507031,9.178601 45.507065999999995,9.180038 45.507584))"
2028,2023-01-01 00:02:26,2023-01-01 00:07:47,"M",3,943,"POINT(9.19622 45.45606)","POINT(9.19148 45.45736)","MULTILINESTRING((9.196187 45.45614,9.196011 45.456112000000005,9.195896000000001 45.456111,9.195803 45.456113,9.195651999999999 45.456193,9.195612 45.456214,9.195552000000001 45.456245,9.195423 45.456319,9.195295 45.456391,9.195039 45.456549,9.193462 45.45756,9.193398 45.457598000000004,9.193354 45.457627,9.193276000000001 45.457673,9.19318 45.457731,9.192823 45.457956,9.192704 45.458031,9.192263 45.458307000000005,9.192096 45.45841,9.191829 45.458569999999995,9.191817 45.45856,9.191734 45.458490999999995,9.191583 45.458368,9.191525 45.458321999999995,9.191249000000001 45.458068,9.190933 45.457682999999996,9.190887 45.457626,9.190847999999999 45.457622,9.190255 45.457556,9.190113 45.457541,9.190038 45.457532,9.19005 45.45748,9.190088 45.457317,9.190137 45.457114000000004,9.190141 45.457087,9.190148 45.457056,9.19008 45.457025,9.189501 45.456824999999995,9.189559 45.456738,9.189595 45.456684,9.190182 45.456903999999994,9.190506000000001 45.457024000000004,9.190781 45.457098,9.190995 45.457149,9.191207 45.457171,9.191389 45.457192,9.191502 45.457263,9.191472000000001 45.457359000000004,9.19151 45.457364))"
2029,2023-01-01 00:02:26,2023-01-01 00:12:29,"M",6,2239,"POINT(9.18387 45.49709)","POINT(9.20625 45.49259)","MULTILINESTRING((9.183921999999999 45.497107,9.183945 45.497091999999995,9.184018 45.497044,9.183941 45.496865,9.183675 45.496245,9.183826 45.496215,9.184187 45.496144,9.18423 45.496126,9.18427 45.4961,9.184299 45.496071,9.184329 45.496052,9.184387 45.496033,9.184761 45.495953,9.184811 45.495947,9.184859 45.495952,9.184884 45.495962,9.184914000000001 45.495981,9.184931 45.495992,9.184954000000001 45.495999,9.184974 45.496002,9.185002 45.495999999999995,9.185612 45.495869,9.185673 45.495836000000004,9.185689 45.495774,9.185727 45.495765999999996,9.185821 45.495744,9.185839 45.49574,9.185945 45.495981,9.185962 45.496026,9.185967999999999 45.496044999999995,9.185992 45.49611,9.186042 45.496239,9.186139 45.496472999999995,9.186195 45.496597,9.186326 45.496904,9.186487 45.497298,9.186494 45.497315,9.186507 45.497350999999995,9.186530000000001 45.497402,9.186705 45.497412000000004,9.187026 45.497431,9.187180999999999 45.497431,9.187826 45.497248,9.188661 45.497023999999996,9.189449 45.496812,9.189575000000001 45.496778,9.189656 45.496757,9.191406 45.496287,9.191455999999999 45.496274,9.191549 45.496249,9.191969 45.496136,9.192118 45.496097,9.192256 45.49606,9.192648 45.495954999999995,9.192658 45.495952,9.192694 45.495942,9.192792 45.495916,9.193334 45.49577,9.194052000000001 45.495577,9.194089 45.495567,9.19416 45.495548,9.194238 45.495528,9.194307 45.495508,9.194398 45.495483,9.194469 45.495464,9.194535 45.495446,9.194641 45.495416999999996,9.194685 45.495405,9.194756 45.495386,9.194857 45.495354,9.194923 45.49534,9.194974 45.495326,9.195851999999999 45.495087999999996,9.195883 45.495079,9.195955 45.49506,9.195997 45.495049,9.196133 45.495013,9.19615 45.495008,9.196264 45.494976,9.196318999999999 45.494962,9.197318 45.494693,9.197389 45.494673999999996,9.19753 45.494636,9.197652 45.494606,9.198184999999999 45.494468,9.198466 45.494419,9.198682999999999 45.494373,9.198812 45.494347,9.199028 45.494288999999995,9.199202 45.494234999999996,9.199919 45.494006,9.200236 45.493896,9.200483 45.493792,9.200879 45.49362,9.201260999999999 45.493432999999996,9.201325 45.493401999999996,9.201584 45.493275,9.201629 45.493252,9.201843 45.493112,9.201972999999999 45.493036000000004,9.202945 45.492531,9.203089 45.492457,9.203727 45.492154,9.203782 45.492126999999996,9.203812000000001 45.492112,9.203901 45.492067,9.204032999999999 45.492001,9.204108 45.492067,9.204132 45.492088,9.204217 45.492166,9.204281 45.492223,9.204309 45.492248000000004,9.204393 45.492323,9.204486 45.492329999999995,9.204603 45.492388,9.204809000000001 45.492554999999996,9.205043 45.492764,9.205448 45.493109,9.205518999999999 45.493078000000004,9.206323000000001 45.492748))"
